time(day),S,I,R 
531,4875.864202426019,2.636495606529371,5121.499301967447
532,4875.735650480541,2.5767264372545737,5121.687623082199
533,4875.610016111024,2.5183089183958254,5121.8716749705745
534,4875.487233189163,2.4612126318009047,5122.051554179031
535,4875.3672370815175,2.4054078371745033,5122.227355081302
536,4875.249964615906,2.350865457273836,5122.3991699268145
537,4875.135354048532,2.297557063413901,5122.567088888049
538,4875.023345031854,2.245454861276553,5122.731200106864
539,4874.913878583165,2.194531677017612,5122.891589739812
540,4874.806897053872,2.1447609436663324,5123.048342002456
541,4874.702344099464,2.0961166878116155,5123.201539212718
542,4874.600164650149,2.048573516569456,5123.351261833276
543,4874.500304882137,2.002106604826169,5123.497588513031
544,4874.402712189581,1.9566916827520453,5123.640596127661
545,4874.307335157127,1.9123050235801526,5123.780359819287
546,4874.214123533093,1.8689234316450871,5123.9169530352565
547,4874.123028203229,1.8265242306765594,5124.050447566088
548,4874.034001165086,1.7850852523427803,5124.180913582565
549,4873.946995502937,1.7445848250386953,5124.308419672018
